time,ID,x,y
0.4,1,1.57,1.14
1.0,0,-1.40,-0.98
1.0,1,1.40,0.98
1.6,0,-1.18,-0.70
1.6,1,1.18,0.71
2.1,0,-0.97,-0.40
2.1,1,0.96,0.40
2.7,0,-0.76,-0.10
2.7,1,0.78,0.08
3.2,0,-0.53,0.21
3.2,1,0.57,-0.24
3.8,0,-0.26,0.46
3.8,1,0.31,-0.50
4.3,0,0.05,0.67
4.3,1,-0.00,-0.70
4.9,0,0.41,0.81
4.9,1,-0.35,-0.85
5.4,0,0.77,0.91
5.4,1,-0.70,-0.96
6.0,0,1.13,1.03
6.0,1,-1.05,-1.08
0.4,0,-1.13,-1.56
0.4,1,1.13,1.56
1.0,0,-0.99,-1.39
1.0,1,1.00,1.37
1.5,0,-0.76,-1.11
1.5,1,0.82,1.06
2.1,0,-0.57,-0.79
2.1,1,0.68,0.72
2.6,0,-0.41,-0.46
2.6,1,0.58,0.37
3.2,0,-0.30,-0.11
3.2,1,0.50,0.00
3.7,0,-0.15,0.24
3.7,1,0.35,-0.34
4.3,0,0.07,0.54
4.3,1,0.14,-0.64
4.8,0,0.34,0.79
4.8,1,-0.13,-0.90
5.4,0,0.61,1.03
5.4,1,-0.44,-1.11
0.1,0,-0.62,-1.90
0.1,1,0.62,1.90
0.7,0,-0.57,-1.78
0.7,1,0.58,1.78
1.2,0,-0.46,-1.52
1.2,1,0.48,1.50
1.8,0,-0.35,-1.18
1.8,1,0.38,1.15
2.3,0,-0.32,-0.80
2.3,1,0.34,0.78
2.9,0,-0.33,-0.44
2.9,1,0.37,0.41
3.4,0,-0.34,-0.07
3.4,1,0.40,0.04
4.0,0,-0.28,0.30
4.0,1,0.34,-0.33
4.5,0,-0.14,0.64
4.5,1,0.21,-0.68
5.1,0,0.06,0.95
5.1,1,0.00,-1.00
5.6,0,0.29,1.24
5.6,1,-0.26,-1.27
0.3,0,-0.00,-1.97
0.3,1,-0.00,1.97
0.9,0,-0.01,-1.78
0.9,1,-0.00,1.78
1.4,0,-0.06,-1.44
1.4,1,-0.01,1.44
2.0,0,-0.17,-1.09
2.0,1,0.05,1.07
2.5,0,-0.29,-0.74
2.5,1,0.15,0.70
3.1,0,-0.44,-0.40
3.1,1,0.30,0.36
3.6,0,-0.52,-0.03
3.6,1,0.41,-0.01
4.2,0,-0.53,0.34
4.2,1,0.45,-0.37
4.7,0,-0.47,0.71
4.7,1,0.42,-0.75
5.3,0,-0.36,1.05
5.3,1,0.33,-1.12
5.8,0,-0.21,1.37
5.8,1,0.20,-1.46
0.4,0,0.60,-1.85
0.4,1,-0.60,1.85
1.0,0,0.50,-1.65
1.0,1,-0.51,1.64
1.5,0,0.27,-1.38
1.5,1,-0.31,1.35
2.1,0,0.01,-1.11
2.1,1,-0.07,1.06
2.6,0,-0.24,-0.83
2.6,1,0.17,0.79
3.2,0,-0.43,-0.51
3.2,1,0.36,0.47
3.7,0,-0.58,-0.16
3.7,1,0.50,0.12
4.3,0,-0.66,0.20
4.3,1,0.56,-0.25
0.2,0,1.17,-1.60
0.2,1,-1.17,1.60
0.8,0,1.07,-1.48
0.8,1,-1.07,1.48
1.3,0,0.84,-1.26
1.3,1,-0.85,1.26
1.9,0,0.55,-1.02
1.9,1,-0.58,1.03
2.4,0,0.25,-0.80
2.4,1,-0.27,0.84
3.0,0,-0.08,-0.62
3.0,1,0.05,0.67
3.5,0,-0.36,-0.38
3.5,1,0.34,0.42
4.1,0,-0.58,-0.08
4.1,1,0.55,0.10
4.6,0,-0.76,0.25
4.6,1,0.70,-0.23
5.2,0,-0.93,0.58
5.2,1,0.85,-0.57
5.7,0,-1.08,0.91
5.7,1,0.99,-0.91
0.3,0,1.59,-1.16
0.3,1,-1.60,1.16
0.9,0,1.44,-1.06
0.9,1,-1.45,1.05
1.4,0,1.15,-0.88
1.4,1,-1.18,0.86
2.0,0,0.82,-0.74
2.0,1,-0.86,0.68
2.5,0,0.46,-0.66
2.5,1,-0.51,0.56
3.1,0,0.09,-0.58
3.1,1,-0.14,0.50
3.6,0,-0.25,-0.41
3.6,1,0.21,0.38
4.2,0,-0.52,-0.18
4.2,1,0.53,0.20
4.7,0,-0.75,0.08
4.7,1,0.82,-0.02
5.3,0,-0.99,0.36
5.3,1,1.09,-0.27
5.8,0,-1.23,0.65
5.8,1,1.32,-0.56
0.3,0,1.87,-0.61
0.3,1,-1.87,0.61
0.9,0,1.68,-0.54
0.9,1,-1.69,0.54
1.4,0,1.37,-0.42
1.4,1,-1.38,0.43
2.0,0,1.01,-0.33
2.0,1,-1.02,0.36
2.5,0,0.65,-0.29
2.5,1,-0.64,0.36
3.1,0,0.27,-0.33
3.1,1,-0.28,0.42
3.6,0,-0.10,-0.33
3.6,1,0.08,0.43
4.2,0,-0.47,-0.25
4.2,1,0.45,0.36
4.7,0,-0.81,-0.12
4.7,1,0.80,0.24
5.3,0,-1.13,0.06
5.3,1,1.13,0.07
5.8,0,-1.43,0.27
5.8,1,1.43,-0.15
0.4,0,1.93,0.00
0.4,1,-1.93,0.00
1.0,0,1.69,-0.00
1.0,1,-1.70,0.00
1.5,0,1.33,-0.02
1.5,1,-1.34,0.03
2.1,0,0.95,-0.09
2.1,1,-0.98,0.11
2.6,0,0.60,-0.20
2.6,1,-0.63,0.23
3.2,0,0.25,-0.32
3.2,1,-0.28,0.34
3.7,0,-0.11,-0.38
3.7,1,0.09,0.38
4.3,0,-0.49,-0.38
4.3,1,0.45,0.36
4.8,0,-0.86,-0.31
4.8,1,0.81,0.29
5.4,0,-1.20,-0.19
5.4,1,1.17,0.18
0.1,0,1.90,0.62
0.1,1,-1.90,-0.62
0.7,0,1.79,0.57
0.7,1,-1.78,-0.58
1.2,0,1.55,0.42
1.2,1,-1.54,-0.44
1.8,0,1.27,0.17
1.8,1,-1.24,-0.21
2.3,0,1.00,-0.08
2.3,1,-0.96,0.04
2.9,0,0.73,-0.33
2.9,1,-0.68,0.27
3.4,0,0.41,-0.54
3.4,1,-0.37,0.47
4.0,0,0.07,-0.67
4.0,1,-0.03,0.60
0.1,0,1.61,1.17
0.1,1,-1.61,-1.17
0.7,0,1.52,1.10
0.7,1,-1.52,-1.10
1.2,0,1.32,0.90
1.2,1,-1.31,-0.92
1.8,0,1.10,0.60
1.8,1,-1.07,-0.66
2.3,0,0.92,0.28
2.3,1,-0.85,-0.35
2.9,0,0.72,-0.03
2.9,1,-0.68,-0.03
3.4,0,0.46,-0.29
3.4,1,-0.45,0.28
4.0,0,0.16,-0.49
4.0,1,-0.17,0.51
4.5,0,-0.19,-0.62
4.5,1,0.16,0.69
5.1,0,-0.55,-0.73
5.1,1,0.51,0.83
5.6,0,-0.90,-0.85
5.6,1,0.87,0.94
0.2,0,1.17,1.61
0.2,1,-1.17,-1.61
0.8,0,1.07,1.48
0.8,1,-1.08,-1.48
1.3,0,0.89,1.23
1.3,1,-0.93,-1.21
1.9,0,0.70,0.91
1.9,1,-0.76,-0.87
2.4,0,0.56,0.56
2.4,1,-0.66,-0.51
3.0,0,0.46,0.20
3.0,1,-0.59,-0.15
3.5,0,0.32,-0.14
3.5,1,-0.43,0.19
4.1,0,0.12,-0.46
4.1,1,-0.23,0.50
4.6,0,-0.13,-0.74
4.6,1,0.03,0.77
5.2,0,-0.40,-1.00
5.2,1,0.31,1.01
5.7,0,-0.67,-1.24
5.7,1,0.59,1.24
0.3,0,0.61,1.87
0.3,1,-0.61,-1.87
0.9,0,0.54,1.69
0.9,1,-0.55,-1.69
1.4,0,0.41,1.38
1.4,1,-0.44,-1.37
2.0,0,0.30,1.03
2.0,1,-0.36,-1.01
2.5,0,0.23,0.66
2.5,1,-0.33,-0.65
3.1,0,0.22,0.28
3.1,1,-0.34,-0.28
3.6,0,0.20,-0.09
3.6,1,-0.32,0.10
4.2,0,0.12,-0.46
4.2,1,-0.24,0.46
4.7,0,-0.04,-0.79
4.7,1,-0.08,0.79
5.3,0,-0.22,-1.12
5.3,1,0.11,1.10
5.8,0,-0.40,-1.44
5.8,1,0.29,1.42
0.5,0,0.00,1.91
0.5,1,0.00,-1.90
1.1,0,0.01,1.64
1.1,1,-0.00,-1.63
1.6,0,0.07,1.27
1.6,1,-0.04,-1.26
2.2,0,0.18,0.92
2.2,1,-0.12,-0.90
2.7,0,0.33,0.58
2.7,1,-0.23,-0.55
3.3,0,0.47,0.23
3.3,1,-0.37,-0.20
3.8,0,0.53,-0.14
3.8,1,-0.44,0.16
4.4,0,0.54,-0.51
4.4,1,-0.43,0.54
4.9,0,0.48,-0.88
4.9,1,-0.35,0.91
5.5,0,0.36,-1.23
5.5,1,-0.25,1.26
0.1,0,-0.62,1.90
0.1,1,0.62,-1.90
0.7,0,-0.57,1.78
0.7,1,0.57,-1.78
1.2,0,-0.42,1.54
1.2,1,0.43,-1.52
1.8,0,-0.18,1.26
1.8,1,0.20,-1.23
2.3,0,0.07,0.98
2.3,1,-0.04,-0.96
2.9,0,0.31,0.69
2.9,1,-0.30,-0.69
3.4,0,0.47,0.36
3.4,1,-0.49,-0.37
4.0,0,0.59,0.01
4.0,1,-0.62,-0.02
4.5,0,0.64,-0.35
4.5,1,-0.67,0.36
0.6,0,-1.12,1.55
0.6,1,1.12,-1.55
1.1,0,-0.94,1.37
1.1,1,0.95,-1.36
1.7,0,-0.64,1.15
1.7,1,0.67,-1.13
2.2,0,-0.31,0.96
2.2,1,0.36,-0.93
2.8,0,0.01,0.78
2.8,1,0.04,-0.77
3.3,0,0.32,0.56
3.3,1,-0.26,-0.55
3.9,0,0.57,0.29
3.9,1,-0.53,-0.28
4.4,0,0.77,-0.03
4.4,1,-0.73,0.04
5.0,0,0.90,-0.37
5.0,1,-0.86,0.38
5.5,0,0.99,-0.74
5.5,1,-0.92,0.74
6.1,0,1.03,-1.11
6.1,1,-0.97,1.11
0.5,0,-1.54,1.12
0.5,1,1.55,-1.13
1.1,0,-1.33,0.98
1.1,1,1.34,-0.99
1.6,0,-1.02,0.79
1.6,1,1.02,-0.82
2.2,0,-0.67,0.66
2.2,1,0.68,-0.68
2.7,0,-0.30,0.58
2.7,1,0.33,-0.57
3.3,0,0.07,0.54
3.3,1,-0.03,-0.48
3.8,0,0.42,0.42
3.8,1,-0.37,-0.34
4.4,0,0.74,0.20
4.4,1,-0.68,-0.13
4.9,0,0.98,-0.07
4.9,1,-0.93,0.13
5.5,0,1.18,-0.40
5.5,1,-1.13,0.44
0.1,0,-1.90,0.62
0.1,1,1.90,-0.62
0.7,0,-1.78,0.58
0.7,1,1.78,-0.58
1.2,0,-1.51,0.49
1.2,1,1.52,-0.47
1.8,0,-1.15,0.40
1.8,1,1.16,-0.39
2.3,0,-0.79,0.33
2.3,1,0.79,-0.37
2.9,0,-0.43,0.32
2.9,1,0.42,-0.42
3.4,0,-0.06,0.33
3.4,1,0.04,-0.44
4.0,0,0.31,0.27
4.0,1,-0.32,-0.37
4.5,0,0.66,0.12
4.5,1,-0.66,-0.23
5.1,0,1.00,-0.03
5.1,1,-0.99,-0.05
5.6,0,1.33,-0.20
5.6,1,-1.31,0.15
0.2,0,-1.98,-0.00
0.2,1,1.98,0.00
0.8,0,-1.82,0.00
0.8,1,1.82,0.00
1.3,0,-1.51,0.01
1.3,1,1.50,0.00
1.9,0,-1.14,0.03
1.9,1,1.13,-0.01
2.4,0,-0.77,0.10
2.4,1,0.78,-0.07
3.0,0,-0.43,0.24
3.0,1,0.44,-0.20
3.5,0,-0.07,0.34
3.5,1,0.08,-0.33
4.1,0,0.30,0.37
4.1,1,-0.29,-0.37
4.6,0,0.67,0.35
4.6,1,-0.66,-0.35
5.2,0,1.02,0.27
5.2,1,-1.01,-0.25
5.7,0,1.38,0.16
5.7,1,-1.35,-0.13
0.4,0,-1.85,-0.60
0.4,1,1.84,0.60
1.0,0,-1.65,-0.51
1.0,1,1.64,0.52
1.5,0,-1.37,-0.29
1.5,1,1.33,0.33
2.1,0,-1.11,-0.03
2.1,1,1.03,0.12
2.6,0,-0.85,0.23
2.6,1,0.76,-0.12
3.2,0,-0.53,0.44
3.2,1,0.48,-0.36
3.7,0,-0.19,0.57
3.7,1,0.14,-0.51
4.3,0,0.17,0.62
4.3,1,-0.23,-0.58
0.3,0,-1.58,-1.15
0.3,1,1.58,1.15
0.9,0,-1.43,-1.01
0.9,1,1.43,1.03
1.4,0,-1.22,-0.75
1.4,1,1.17,0.80
2.0,0,-1.02,-0.44
2.0,1,0.93,0.52
2.5,0,-0.83,-0.13
2.5,1,0.71,0.22
3.1,0,-0.63,0.18
3.1,1,0.52,-0.09
3.6,0,-0.37,0.45
3.6,1,0.27,-0.37
4.2,0,-0.06,0.66
4.2,1,-0.02,-0.60
4.7,0,0.30,0.79
4.7,1,-0.34,-0.79
5.3,0,0.64,0.92
5.3,1,-0.65,-0.97
5.8,0,1.00,1.03
5.8,1,-0.99,-1.12
0.4,0,-1.14,-1.57
0.4,1,1.14,1.57
1.0,0,-1.01,-1.40
1.0,1,1.02,1.40
1.5,0,-0.82,-1.12
1.5,1,0.83,1.10
2.1,0,-0.67,-0.78
2.1,1,0.67,0.77
2.6,0,-0.54,-0.44
2.6,1,0.53,0.42
3.2,0,-0.44,-0.08
3.2,1,0.42,0.07
3.7,0,-0.29,0.26
3.7,1,0.28,-0.28
4.3,0,-0.07,0.57
4.3,1,0.08,-0.59
4.8,0,0.21,0.82
4.8,1,-0.19,-0.85
5.4,0,0.50,1.04
5.4,1,-0.48,-1.07
0.1,0,-0.62,-1.90
0.1,1,0.62,1.90
0.7,0,-0.58,-1.78
0.7,1,0.58,1.78
1.2,0,-0.48,-1.51
1.2,1,0.47,1.52
1.8,0,-0.38,-1.16
1.8,1,0.37,1.17
2.3,0,-0.34,-0.80
2.3,1,0.32,0.80
2.9,0,-0.37,-0.43
2.9,1,0.32,0.44
3.4,0,-0.40,-0.06
3.4,1,0.34,0.08
4.0,0,-0.37,0.31
4.0,1,0.30,-0.29
4.5,0,-0.25,0.66
4.5,1,0.18,-0.65
5.1,0,-0.05,0.98
5.1,1,0.01,-0.98
5.6,0,0.20,1.26
5.6,1,-0.20,-1.29
0.2,0,-0.00,-1.99
0.2,1,-0.00,1.98
0.8,0,-0.00,-1.83
0.8,1,-0.00,1.83
1.3,0,-0.03,-1.51
1.3,1,-0.01,1.51
1.9,0,-0.10,-1.14
1.9,1,-0.01,1.13
2.4,0,-0.20,-0.79
2.4,1,0.03,0.76
3.0,0,-0.32,-0.44
3.0,1,0.11,0.40
3.5,0,-0.43,-0.07
3.5,1,0.24,0.04
4.1,0,-0.45,0.31
4.1,1,0.29,-0.33
4.6,0,-0.41,0.68
4.6,1,0.29,-0.70
5.2,0,-0.31,1.04
5.2,1,0.24,-1.07
5.7,0,-0.18,1.38
5.7,1,0.13,-1.42
0.4,0,0.60,-1.84
0.4,1,-0.60,1.84
1.0,0,0.49,-1.64
1.0,1,-0.49,1.63
1.5,0,0.27,-1.35
1.5,1,-0.28,1.36
2.1,0,0.03,-1.07
2.1,1,-0.02,1.09
2.6,0,-0.22,-0.79
2.6,1,0.24,0.81
3.2,0,-0.42,-0.48
3.2,1,0.44,0.49
3.7,0,-0.55,-0.14
3.7,1,0.57,0.13
4.3,0,-0.62,0.23
4.3,1,0.63,-0.22
0.2,0,1.17,-1.61
0.2,1,-1.17,1.60
0.8,0,1.07,-1.49
0.8,1,-1.07,1.48
1.3,0,0.84,-1.28
1.3,1,-0.86,1.25
1.9,0,0.53,-1.06
1.9,1,-0.57,1.02
2.4,0,0.22,-0.87
2.4,1,-0.27,0.80
3.0,0,-0.12,-0.69
3.0,1,0.04,0.60
3.5,0,-0.42,-0.47
3.5,1,0.35,0.38
4.1,0,-0.67,-0.18
4.1,1,0.59,0.11
4.6,0,-0.85,0.15
4.6,1,0.78,-0.21
5.2,0,-0.98,0.50
5.2,1,0.91,-0.55
5.7,0,-1.08,0.87
5.7,1,1.04,-0.91
0.2,0,1.60,-1.16
0.2,1,-1.60,1.16
0.8,0,1.47,-1.06
0.8,1,-1.47,1.07
1.3,0,1.22,-0.86
1.3,1,-1.20,0.89
1.9,0,0.92,-0.66
1.9,1,-0.87,0.72
2.4,0,0.60,-0.48
2.4,1,-0.53,0.58
3.0,0,0.26,-0.36
3.0,1,-0.17,0.49
3.5,0,-0.09,-0.24
3.5,1,0.19,0.38
4.1,0,-0.42,-0.07
4.1,1,0.51,0.20
4.6,0,-0.72,0.16
4.6,1,0.80,-0.05
5.2,0,-0.99,0.41
5.2,1,1.06,-0.31
5.7,0,-1.26,0.66
5.7,1,1.31,-0.59
0.4,0,1.85,-0.60
0.4,1,-1.85,0.60
1.0,0,1.64,-0.52
1.0,1,-1.64,0.52
1.5,0,1.31,-0.42
1.5,1,-1.32,0.38
2.1,0,0.94,-0.43
2.1,1,-0.96,0.27
2.6,0,0.58,-0.50
2.6,1,-0.58,0.24
3.2,0,0.22,-0.54
3.2,1,-0.22,0.30
3.7,0,-0.15,-0.50
3.7,1,0.14,0.30
4.3,0,-0.51,-0.39
4.3,1,0.51,0.22
4.8,0,-0.84,-0.22
4.8,1,0.86,0.09
5.4,0,-1.14,-0.02
5.4,1,1.20,-0.07
5.9,0,-1.45,0.20
5.9,1,1.53,-0.24
0.4,0,1.94,-0.00
0.4,1,-1.94,-0.00
1.0,0,1.71,-0.01
1.0,1,-1.71,-0.01
1.5,0,1.36,-0.04
1.5,1,-1.36,-0.00
2.1,0,1.01,-0.12
2.1,1,-1.00,0.06
2.6,0,0.67,-0.27
2.6,1,-0.65,0.19
3.2,0,0.34,-0.41
3.2,1,-0.32,0.36
3.7,0,-0.02,-0.47
3.7,1,0.04,0.45
4.3,0,-0.39,-0.47
4.3,1,0.41,0.47
4.8,0,-0.76,-0.42
4.8,1,0.78,0.41
5.4,0,-1.11,-0.31
5.4,1,1.14,0.31
5.9,0,-1.46,-0.19
5.9,1,1.49,0.20
0.4,0,1.83,0.60
0.4,1,-1.84,-0.60
1.0,0,1.61,0.50
1.0,1,-1.63,-0.49
1.5,0,1.31,0.32
1.5,1,-1.35,-0.27
2.1,0,1.02,0.10
2.1,1,-1.08,-0.03
2.6,0,0.75,-0.17
2.6,1,-0.80,0.22
3.2,0,0.47,-0.42
3.2,1,-0.49,0.43
3.7,0,0.14,-0.58
3.7,1,-0.14,0.56
4.3,0,-0.22,-0.69
4.3,1,0.23,0.60
0.6,0,1.54,1.12
0.6,1,-1.54,-1.12
1.1,0,1.35,0.94
1.1,1,-1.34,-0.96
1.7,0,1.12,0.67
1.7,1,-1.07,-0.69
2.2,0,0.90,0.36
2.2,1,-0.84,-0.40
2.8,0,0.71,0.05
2.8,1,-0.65,-0.09
3.3,0,0.50,-0.26
3.3,1,-0.45,0.22
3.9,0,0.24,-0.51
3.9,1,-0.18,0.48
4.4,0,-0.07,-0.72
4.4,1,0.13,0.68
5.0,0,-0.40,-0.84
5.0,1,0.47,0.82
5.5,0,-0.76,-0.93
5.5,1,0.82,0.91
0.1,0,1.17,1.62
0.1,1,-1.17,-1.61
0.7,0,1.11,1.52
0.7,1,-1.10,-1.51
1.2,0,0.96,1.28
1.2,1,-0.96,-1.27
1.8,0,0.77,0.96
1.8,1,-0.78,-0.94
2.3,0,0.59,0.63
2.3,1,-0.62,-0.59
2.9,0,0.47,0.29
2.9,1,-0.51,-0.24
3.4,0,0.38,-0.06
3.4,1,-0.38,0.11
4.0,0,0.21,-0.39
4.0,1,-0.19,0.43
4.5,0,-0.02,-0.68
4.5,1,0.07,0.70
5.1,0,-0.29,-0.93
5.1,1,0.35,0.93
5.6,0,-0.59,-1.16
5.6,1,0.63,1.17
0.3,0,0.61,1.87
0.3,1,-0.61,-1.87
0.9,0,0.55,1.68
0.9,1,-0.54,-1.69
1.4,0,0.45,1.36
1.4,1,-0.41,-1.38
2.0,0,0.39,0.98
2.0,1,-0.31,-1.03
2.5,0,0.39,0.61
2.5,1,-0.25,-0.67
3.1,0,0.42,0.25
3.1,1,-0.24,-0.30
3.6,0,0.42,-0.11
3.6,1,-0.23,0.07
4.2,0,0.34,-0.47
4.2,1,-0.14,0.43
4.7,0,0.18,-0.81
4.7,1,0.00,0.77
5.3,0,-0.03,-1.11
5.3,1,0.20,1.09
5.8,0,-0.27,-1.40
5.8,1,0.39,1.40
0.4,0,-0.00,1.94
0.4,1,0.00,-1.94
1.0,0,-0.00,1.71
1.0,1,0.00,-1.71
1.5,0,0.01,1.35
1.5,1,-0.02,-1.35
2.1,0,0.08,0.98
2.1,1,-0.09,-1.00
2.6,0,0.22,0.63
2.6,1,-0.23,-0.65
3.2,0,0.37,0.29
3.2,1,-0.38,-0.31
3.7,0,0.43,-0.06
3.7,1,-0.46,0.05
4.3,0,0.44,-0.43
4.3,1,-0.49,0.42
4.8,0,0.37,-0.80
4.8,1,-0.44,0.78
5.4,0,0.24,-1.14
5.4,1,-0.33,1.13
5.9,0,0.12,-1.49
5.9,1,-0.20,1.47
0.5,0,-0.59,1.82
0.5,1,0.59,-1.82
1.1,0,-0.49,1.59
1.1,1,0.46,-1.60
1.6,0,-0.29,1.28
1.6,1,0.22,-1.32
2.2,0,-0.05,1.00
2.2,1,-0.05,-1.06
2.8,0,0.21,0.72
2.8,1,-0.30,-0.79
3.3,0,0.40,0.39
3.3,1,-0.48,-0.47
3.9,0,0.53,0.03
3.9,1,-0.60,-0.12
4.4,0,0.60,-0.33
4.4,1,-0.65,0.24
0.4,0,-1.14,1.57
0.4,1,1.14,-1.58
1.0,0,-1.00,1.41
1.0,1,1.01,-1.42
1.5,0,-0.74,1.17
1.5,1,0.74,-1.19
2.1,0,-0.45,0.94
