time,ID,x,y
0.7,0,0.01,0.19
1.2,0,0.08,0.45
1.7,0,0.21,0.76
2.3,0,0.40,1.04
2.8,0,0.57,1.34
3.4,0,0.75,1.65
3.9,0,0.83,1.98
4.5,0,0.83,2.33
5.0,0,0.73,2.65
5.6,0,0.55,2.96
6.1,0,0.30,3.21
6.6,0,0.03,3.43
0.1,0,-0.14,-0.00
0.6,0,-0.27,-0.04
1.2,0,-0.53,-0.10
1.7,0,-0.81,-0.09
2.3,0,-1.15,0.02
2.8,0,-1.42,0.21
3.4,0,-1.66,0.46
3.9,0,-1.95,0.65
4.5,0,-2.30,0.76
5.0,0,-2.64,0.76
5.6,0,-2.98,0.66
6.1,0,-3.27,0.47
6.7,0,-3.53,0.23
0.1,0,0.01,-0.10
0.7,0,0.03,-0.20
1.2,0,0.12,-0.43
1.8,0,0.17,-0.71
2.3,0,0.16,-1.02
2.9,0,0.05,-1.35
3.4,0,-0.14,-1.60
4.0,0,-0.43,-1.81
4.5,0,-0.71,-2.00
5.0,0,-0.93,-2.26
5.6,0,-1.06,-2.60
6.1,0,-1.08,-2.94
6.7,0,-0.98,-3.29
7.2,0,-0.79,-3.57
0.1,0,0.09,0.00
0.7,0,0.18,0.02
1.2,0,0.41,0.11
1.8,0,0.68,0.14
2.3,0,0.97,0.14
2.9,0,1.32,0.06
3.4,0,1.62,-0.11
3.9,0,1.87,-0.35
4.5,0,2.09,-0.61
5.0,0,2.33,-0.87
5.6,0,2.63,-1.04
6.1,0,2.97,-1.11
6.7,0,3.31,-1.07
7.2,0,3.63,-0.92
7.8,0,3.88,-0.68
0.1,0,0.00,0.12
0.7,0,0.01,0.25
1.2,0,0.06,0.51
1.7,0,0.17,0.83
2.3,0,0.33,1.14
2.8,0,0.54,1.44
3.4,0,0.72,1.72
3.9,0,0.81,2.06
4.5,0,0.79,2.41
5.0,0,0.69,2.74
5.6,0,0.49,3.05
6.1,0,0.25,3.30
6.7,0,-0.02,3.54
0.1,0,-0.09,0.00
0.6,0,-0.23,-0.00
1.2,0,-0.49,0.00
1.7,0,-0.80,0.08
2.3,0,-1.11,0.24
2.8,0,-1.40,0.43
3.4,0,-1.68,0.64
3.9,0,-2.00,0.77
4.5,0,-2.35,0.81
5.0,0,-2.69,0.74
5.5,0,-3.00,0.58
6.1,0,-3.26,0.35
6.6,0,-3.50,0.08
0.1,0,0.00,-0.09
0.6,0,0.02,-0.20
1.2,0,0.08,-0.43
1.7,0,0.09,-0.72
2.3,0,0.02,-1.02
2.8,0,-0.15,-1.33
3.4,0,-0.38,-1.60
3.9,0,-0.61,-1.87
4.5,0,-0.79,-2.16
5.0,0,-0.88,-2.52
5.6,0,-0.85,-2.86
6.1,0,-0.71,-3.18
0.1,0,0.12,0.01
0.7,0,0.24,0.08
1.2,0,0.48,0.19
1.8,0,0.74,0.26
2.3,0,1.05,0.30
2.8,0,1.37,0.29
3.4,0,1.67,0.20
0.1,0,0.00,0.11
0.6,0,0.01,0.20
1.2,0,0.07,0.45
1.7,0,0.21,0.76
2.3,0,0.40,1.05
2.8,0,0.58,1.34
3.4,0,0.75,1.65
3.9,0,0.83,1.99
4.5,0,0.83,2.34
5.0,0,0.74,2.68
5.6,0,0.57,2.98
6.1,0,0.33,3.24
6.6,0,0.06,3.49
0.1,0,-0.09,0.00
0.7,0,-0.18,-0.00
1.2,0,-0.42,-0.04
1.8,0,-0.71,-0.02
2.3,0,-1.04,0.08
2.8,0,-1.34,0.29
3.4,0,-1.64,0.46
4.0,0,-1.96,0.62
4.5,0,-2.30,0.71
5.1,0,-2.66,0.71
5.6,0,-2.98,0.59
6.1,0,-3.27,0.39
6.7,0,-3.53,0.14
0.1,0,0.00,-0.09
0.7,0,0.03,-0.20
1.2,0,0.10,-0.44
1.7,0,0.11,-0.73
2.3,0,0.07,-1.06
2.8,0,-0.07,-1.38
3.4,0,-0.30,-1.63
3.9,0,-0.56,-1.86
4.5,0,-0.77,-2.14
5.0,0,-0.89,-2.47
5.5,0,-0.90,-2.81
6.1,0,-0.79,-3.15
6.6,0,-0.59,-3.43
7.2,0,-0.33,-3.67
0.1,0,0.13,-0.01
0.7,0,0.24,-0.05
1.2,0,0.49,-0.18
1.7,0,0.79,-0.33
2.3,0,1.10,-0.51
2.8,0,1.41,-0.66
0.1,0,-0.00,0.09
0.7,0,-0.01,0.22
1.2,0,-0.01,0.48
1.8,0,0.04,0.76
2.3,0,0.18,1.07
2.8,0,0.41,1.33
3.4,0,0.62,1.60
3.9,0,0.78,1.92
4.5,0,0.83,2.27
5.0,0,0.77,2.60
5.6,0,0.61,2.92
6.1,0,0.38,3.19
6.7,0,0.12,3.43
0.1,0,-0.14,-0.00
0.6,0,-0.26,-0.02
1.2,0,-0.50,-0.07
1.7,0,-0.79,-0.05
2.3,0,-1.09,0.04
2.8,0,-1.38,0.23
3.4,0,-1.66,0.46
3.9,0,-1.92,0.70
4.5,0,-2.24,0.85
5.0,0,-2.58,0.89
5.6,0,-2.92,0.82
6.1,0,-3.23,0.63
6.7,0,-3.48,0.39
0.1,0,0.01,-0.11
0.6,0,0.05,-0.23
1.2,0,0.12,-0.47
1.7,0,0.14,-0.74
2.3,0,0.09,-1.09
2.8,0,-0.07,-1.40
3.4,0,-0.31,-1.64
3.9,0,-0.61,-1.83
4.5,0,-0.86,-2.08
5.0,0,-1.02,-2.39
5.6,0,-1.08,-2.74
6.1,0,-1.01,-3.08
6.7,0,-0.85,-3.39
7.2,0,-0.61,-3.62
0.1,0,0.16,-0.00
0.7,0,0.30,-0.03
1.2,0,0.58,-0.11
1.7,0,0.87,-0.23
2.3,0,1.17,-0.41
2.8,0,1.44,-0.62
3.4,0,1.73,-0.82
3.9,0,2.05,-0.91
4.5,0,2.41,-0.91
5.0,0,2.73,-0.81
5.5,0,3.03,-0.63
6.1,0,3.27,-0.38
0.1,0,-0.00,0.12
0.7,0,-0.00,0.24
1.2,0,0.00,0.48
1.7,0,0.05,0.76
2.3,0,0.16,1.06
2.8,0,0.36,1.34
3.4,0,0.61,1.59
3.9,0,0.80,1.89
4.4,0,0.89,2.22
5.0,0,0.88,2.57
5.5,0,0.78,2.89
6.1,0,0.57,3.17
6.6,0,0.30,3.41
0.1,0,-0.09,0.00
0.6,0,-0.16,0.00
1.2,0,-0.38,0.02
1.7,0,-0.68,0.08
2.2,0,-0.98,0.22
2.8,0,-1.26,0.43
3.3,0,-1.52,0.64
3.9,0,-1.84,0.81
4.4,0,-2.17,0.86
5.0,0,-2.52,0.83
5.5,0,-2.86,0.71
6.0,0,-3.14,0.52
6.6,0,-3.39,0.27
0.1,0,0.01,-0.12
0.6,0,0.05,-0.22
1.2,0,0.16,-0.44
1.7,0,0.22,-0.72
2.3,0,0.21,-1.04
2.8,0,0.11,-1.37
3.4,0,-0.06,-1.64
3.9,0,-0.30,-1.86
4.5,0,-0.58,-2.08
5.0,0,-0.80,-2.33
5.6,0,-0.94,-2.65
6.1,0,-0.97,-3.00
6.6,0,-0.89,-3.33
7.2,0,-0.71,-3.63
7.7,0,-0.45,-3.88
0.1,0,0.15,0.00
0.7,0,0.27,0.01
1.2,0,0.51,0.01
1.7,0,0.82,-0.04
2.3,0,1.14,-0.20
2.8,0,1.41,-0.41
3.4,0,1.65,-0.67
3.9,0,1.94,-0.85
4.4,0,2.28,-0.94
5.0,0,2.63,-0.91
5.5,0,2.96,-0.77
0.1,0,-0.00,0.08
0.6,0,-0.02,0.20
1.2,0,-0.07,0.44
1.7,0,-0.06,0.72
2.3,0,0.01,1.04
2.8,0,0.16,1.34
3.4,0,0.36,1.59
3.9,0,0.58,1.86
4.5,0,0.77,2.15
5.0,0,0.88,2.48
5.5,0,0.89,2.83
6.1,0,0.78,3.16
6.6,0,0.58,3.44
7.2,0,0.33,3.68
0.1,0,-0.10,-0.01
0.7,0,-0.22,-0.05
1.2,0,-0.45,-0.14
1.7,0,-0.73,-0.17
2.3,0,-1.05,-0.17
2.8,0,-1.37,-0.07
3.4,0,-1.64,0.11
3.9,0,-1.86,0.36
4.4,0,-2.05,0.66
5.0,0,-2.29,0.90
5.5,0,-2.60,1.06
6.1,0,-2.94,1.11
6.6,0,-3.28,1.05
7.1,0,-3.59,0.88
7.7,0,-3.83,0.63
0.1,0,0.00,-0.08
0.6,0,0.00,-0.21
1.2,0,-0.00,-0.47
1.7,0,-0.08,-0.77
2.3,0,-0.24,-1.08
2.8,0,-0.46,-1.34
3.4,0,-0.67,-1.62
3.9,0,-0.81,-1.95
4.5,0,-0.84,-2.30
5.0,0,-0.77,-2.64
5.6,0,-0.60,-2.97
6.1,0,-0.36,-3.23
6.6,0,-0.11,-3.46
0.1,0,0.08,0.00
0.6,0,0.18,0.00
1.2,0,0.43,-0.02
1.7,0,0.72,-0.08
2.2,0,1.03,-0.25
2.8,0,1.31,-0.46
3.3,0,1.60,-0.66
3.9,0,1.90,-0.82
4.4,0,2.26,-0.87
5.0,0,2.59,-0.81
5.5,0,2.90,-0.66
0.1,0,-0.00,0.09
0.7,0,-0.03,0.19
1.2,0,-0.11,0.39
1.7,0,-0.17,0.65
2.3,0,-0.18,0.95
2.8,0,-0.12,1.29
3.4,0,0.05,1.61
3.9,0,0.27,1.84
4.4,0,0.52,2.08
5.0,0,0.72,2.36
5.5,0,0.82,2.69
6.1,0,0.82,3.04
6.6,0,0.70,3.37
7.2,0,0.49,3.66
0.1,0,-0.10,0.00
0.7,0,-0.23,0.01
1.2,0,-0.49,0.04
1.7,0,-0.80,0.13
2.3,0,-1.11,0.30
2.8,0,-1.39,0.51
3.4,0,-1.68,0.72
3.9,0,-2.00,0.83
4.5,0,-2.35,0.84
5.0,0,-2.69,0.74
5.6,0,-2.99,0.57
6.1,0,-3.24,0.33
6.6,0,-3.46,0.07
0.1,0,0.00,-0.08
0.6,0,-0.00,-0.19
1.2,0,-0.04,-0.44
1.7,0,-0.14,-0.75
2.2,0,-0.31,-1.04
2.8,0,-0.48,-1.32
3.4,0,-0.64,-1.63
3.9,0,-0.75,-1.96
4.4,0,-0.77,-2.31
5.0,0,-0.71,-2.65
5.5,0,-0.57,-2.96
6.1,0,-0.35,-3.25
6.6,0,-0.11,-3.50
0.1,0,0.11,-0.00
0.7,0,0.21,-0.02
1.2,0,0.45,-0.07
1.7,0,0.75,-0.17
2.3,0,1.05,-0.34
2.8,0,1.32,-0.57
3.3,0,1.60,-0.77
3.9,0,1.93,-0.89
4.4,0,2.27,-0.92
5.0,0,2.61,-0.84
5.5,0,2.92,-0.66
6.1,0,3.16,-0.42
6.6,0,3.38,-0.13
0.1,0,0.00,0.08
0.7,0,0.01,0.19
1.2,0,0.04,0.45
1.8,0,0.14,0.76
2.3,0,0.31,1.05
2.8,0,0.49,1.33
3.4,0,0.67,1.63
3.9,0,0.78,1.96
4.4,0,0.81,2.29
5.0,0,0.75,2.64
5.5,0,0.60,2.95
6.1,0,0.37,3.22
6.6,0,0.12,3.47
0.1,0,-0.09,0.00
0.6,0,-0.21,-0.00
1.2,0,-0.46,0.01
1.7,0,-0.76,0.08
2.3,0,-1.07,0.24
2.8,0,-1.33,0.46
3.4,0,-1.63,0.67
3.9,0,-1.96,0.79
4.4,0,-2.28,0.82
5.0,0,-2.64,0.76
5.5,0,-2.95,0.60
6.1,0,-3.22,0.36
6.6,0,-3.45,0.11
0.1,0,-0.01,-0.12
0.7,0,-0.04,-0.21
1.2,0,-0.16,-0.44
1.7,0,-0.28,-0.74
2.3,0,-0.42,-1.06
2.8,0,-0.58,-1.36
3.3,0,-0.71,-1.69
3.9,0,-0.78,-2.03
4.4,0,-0.75,-2.37
5.0,0,-0.63,-2.71
5.5,0,-0.43,-3.00
6.1,0,-0.18,-3.25
6.6,0,0.07,-3.49
0.1,0,0.12,-0.01
0.7,0,0.21,-0.05
1.2,0,0.43,-0.17
1.7,0,0.73,-0.34
2.3,0,1.05,-0.47
2.8,0,1.36,-0.65
3.4,0,1.67,-0.81
3.9,0,2.01,-0.90
4.5,0,2.35,-0.89
5.0,0,2.68,-0.78
5.6,0,2.98,-0.58
6.1,0,3.23,-0.33
6.6,0,3.44,-0.07
0.1,0,0.00,0.09
0.1,0,-0.03,0.00
0.7,0,-0.12,0.00
1.2,0,-0.36,0.02
1.7,0,-0.67,0.10
2.3,0,-0.97,0.26
2.8,0,-1.26,0.48
3.4,0,-1.51,0.72
3.9,0,-1.81,0.89
4.4,0,-2.15,0.95
5.0,0,-2.50,0.93
5.5,0,-2.83,0.82
6.1,0,-3.12,0.62
6.6,0,-3.35,0.36
7.2,0,-3.57,0.08
0.1,0,-0.01,-0.10
0.6,0,-0.03,-0.19
1.2,0,-0.12,-0.42
1.7,0,-0.24,-0.74
2.3,0,-0.40,-1.05
2.8,0,-0.58,-1.34
3.3,0,-0.73,-1.67
3.9,0,-0.81,-2.01
4.4,0,-0.80,-2.36
5.0,0,-0.68,-2.70
5.5,0,-0.49,-2.99
6.1,0,-0.24,-3.25
6.6,0,0.03,-3.48
0.1,0,0.09,-0.00
0.6,0,0.20,-0.02
1.2,0,0.46,-0.11
1.7,0,0.77,-0.27
2.3,0,1.06,-0.47
2.8,0,1.36,-0.65
3.4,0,1.67,-0.79
3.9,0,2.01,-0.86
4.4,0,2.36,-0.84
5.0,0,2.69,-0.73
5.5,0,2.98,-0.53
6.1,0,3.21,-0.29
6.6,0,3.43,-0.01
0.1,0,0.00,0.07
0.6,0,0.00,0.17
1.2,0,0.01,0.41
1.7,0,0.09,0.73
2.3,0,0.27,1.04
2.8,0,0.51,1.30
3.4,0,0.73,1.58
3.9,0,0.86,1.90
4.5,0,0.91,2.23
5.0,0,0.85,2.57
5.5,0,0.70,2.90
6.1,0,0.47,3.16
6.6,0,0.20,3.39
0.1,0,-0.07,-0.00
0.7,0,-0.18,-0.01
1.2,0,-0.44,-0.01
1.7,0,-0.74,0.05
2.3,0,-1.04,0.18
2.8,0,-1.32,0.39
3.4,0,-1.59,0.58
3.9,0,-1.89,0.76
4.4,0,-2.23,0.84
5.0,0,-2.59,0.81
5.5,0,-2.90,0.66
6.1,0,-3.17,0.44
6.6,0,-3.41,0.18
0.1,0,0.00,-0.11
0.6,0,0.03,-0.19
1.2,0,0.11,-0.40
1.7,0,0.17,-0.68
2.3,0,0.15,-0.99
2.8,0,0.04,-1.32
3.3,0,-0.15,-1.59
3.9,0,-0.42,-1.81
4.4,0,-0.67,-2.05
4.9,0,-0.84,-2.35
5.5,0,-0.91,-2.69
6.0,0,-0.86,-3.03
6.6,0,-0.71,-3.34
7.1,0,-0.47,-3.60
0.1,0,0.14,-0.01
0.7,0,0.27,-0.05
1.2,0,0.52,-0.15
1.7,0,0.86,-0.29
2.3,0,1.14,-0.46
2.8,0,1.43,-0.63
3.3,0,1.74,-0.77
3.9,0,2.08,-0.83
4.4,0,2.43,-0.80
5.0,0,2.75,-0.68
5.5,0,3.04,-0.48
6.0,0,3.28,-0.23
6.6,0,3.50,0.04
0.1,0,-0.00,0.14
0.6,0,-0.04,0.25
1.2,0,-0.13,0.47
1.7,0,-0.18,0.77
2.3,0,-0.14,1.08
2.8,0,-0.03,1.43
3.3,0,0.10,1.69
3.9,0,0.33,1.93
4.4,0,0.56,2.19
5.0,0,0.76,2.49
5.5,0,0.86,2.82
6.1,0,0.86,3.17
0.1,0,-0.12,-0.00
0.7,0,-0.23,-0.02
1.2,0,-0.47,-0.07
1.7,0,-0.74,-0.07
2.3,0,-1.05,-0.01
2.8,0,-1.35,0.11
3.4,0,-1.62,0.33
3.9,0,-1.87,0.58
4.5,0,-2.14,0.79
5.0,0,-2.47,0.92
5.5,0,-2.81,0.93
6.1,0,-3.15,0.83
6.6,0,-3.43,0.64
7.1,0,-3.67,0.38
0.1,0,-0.01,-0.12
0.6,0,-0.04,-0.24
1.2,0,-0.11,-0.50
1.7,0,-0.20,-0.83
2.3,0,-0.33,-1.14
2.8,0,-0.51,-1.43
3.3,0,-0.69,-1.72
3.9,0,-0.80,-2.06
4.4,0,-0.82,-2.40
5.0,0,-0.73,-2.75
5.5,0,-0.56,-3.04
6.0,0,-0.33,-3.30
6.6,0,-0.08,-3.53
0.1,0,0.08,0.00
0.7,0,0.19,0.01
1.2,0,0.43,0.05
1.7,0,0.71,0.03
2.3,0,1.02,-0.07
2.8,0,1.31,-0.26
3.4,0,1.58,-0.50
3.9,0,1.86,-0.71
4.5,0,2.17,-0.84
5.0,0,2.51,-0.86
5.5,0,2.85,-0.79
6.1,0,3.15,-0.62
6.6,0,3.40,-0.38
0.1,0,-0.00,0.08
0.7,0,0.00,0.19
1.2,0,0.01,0.44
1.7,0,0.09,0.75
2.3,0,0.25,1.04
2.8,0,0.43,1.34
3.4,0,0.63,1.62
3.9,0,0.78,1.94
4.4,0,0.82,2.29
5.0,0,0.76,2.63
5.5,0,0.60,2.95
6.1,0,0.38,3.21
6.6,0,0.12,3.45
0.1,0,-0.09,-0.00
0.6,0,-0.21,-0.03
1.2,0,-0.44,-0.09
1.7,0,-0.74,-0.10
2.3,0,-1.07,-0.05
2.8,0,-1.39,0.10
3.4,0,-1.63,0.32
3.9,0,-1.87,0.58
4.5,0,-2.18,0.77
5.0,0,-2.50,0.85
5.5,0,-2.85,0.82
6.1,0,-3.17,0.68
6.6,0,-3.44,0.46
0.1,0,0.00,-0.09
0.7,0,0.02,-0.19
1.2,0,0.07,-0.41
1.7,0,0.08,-0.68
2.3,0,0.02,-0.97
2.8,0,-0.15,-1.29
3.4,0,-0.38,-1.55
3.9,0,-0.59,-1.82
4.4,0,-0.83,-2.09
5.0,0,-0.96,-2.41
5.5,0,-0.99,-2.76
6.1,0,-0.90,-3.10
6.6,0,-0.72,-3.39
7.2,0,-0.46,-3.62
0.1,0,0.08,0.00
0.7,0,0.20,-0.00
1.2,0,0.45,-0.04
1.7,0,0.76,-0.15
2.3,0,1.07,-0.34
2.8,0,1.32,-0.53
3.4,0,1.59,-0.76
